name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group
"Johnys, Sir Hugh, 347",Johnys,,0.0,0.0,0.0,0.0,JNS,J0502,JNS J0502,2426.0,2426.0,0,0,0,0
"Jolliffe, Orlando, 294",Jolliffe,,0.0,0.0,0.0,0.0,JLF,J04010,JLF J04010,2433.0,2433.0,0,0,0,0
"Jone, Amy, 10",Jone,,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0
"Jones, Benjamin, 165; Brenda, 328; Edna, 170; Elizabeth, 10; Emma, 165; Enoch, 208; Flora, 336; Frank, 314; George, 226; Georgina, 55; Grace, 320, 323; H., 244; John, 170, 171, 320(3), 322(2); Llewellyn, 208; Madge, 326; Margaret, 244, 314; Martha, 320, 323; Martin, 261; Mary, 320, 323; Percy, 269; Raymond, 322; Rowland, 328",Jones,2426.0,0.0,0.0,0.0,0.0,JNS,J0502,JNS J0502,2426.0,2426.0,0,0,0,0
"Jordan, Jourdain, David, 88; John, 173",Jordan,2436.0,0.0,0.0,0.0,0.0,JRTN,J06305,JRTN J06305,2436.0,2436.0,0,1,0,0
"Joyner, John, 10",Joyner,,0.0,0.0,0.0,0.0,JNR,J0506,JNR J0506,2451.0,2451.0,0,0,0,0
"Judge, J., 22",Judge,6436.0,0.0,0.0,0.0,0.0,JJ,J0320,JJ J0320,6436.0,6436.0,0,0,0,0
"K.5, H.M. Submarine, 210",Ks,13248.0,0.0,0.0,0.0,0.0,KS,K200,KS K200,13248.0,13248.0,0,0,0,0
"Kaffrell, Leslie, 299",Kaffrell,8052.0,0.0,0.0,0.0,0.0,KFRL,K01604,KFRL K01604,8052.0,8052.0,0,0,0,0
"Kalepp, Joyce, 165",Kalepp,13249.0,0.0,0.0,0.0,0.0,KLP,K0401,KLP K0401,13249.0,13249.0,0,0,0,0
"Karr, Kenneth, 269",Karr,,0.0,0.0,0.0,0.0,KR,K060,KR K060,10952.0,10952.0,0,0,0,0
"Karslake, Emily, Preston, 326; Thomas, 201; William, 104, 201(2)",Karslake,2457.0,0.0,0.0,0.0,0.0,KRSLK,K0624020,KRSLK K0624020,2457.0,2457.0,0,0,0,0
"Katherine, Princess, 75",Katherine,5104.0,0.0,0.0,0.0,0.0,K0RN,K0306050,K0RN K0306050,5104.0,5104.0,0,0,0,0
"Keat, Keates, Joseph, 33, 34; Mary, 33, 34; William, 33(2), 34",Keat,,0.0,0.0,0.0,0.0,KT,K030,KT K030,2539.0,2539.0,0,0,0,0
"Keeley, E., 322",Keeley,,0.0,0.0,0.0,0.0,KL,K040,KL K040,2519.0,2519.0,0,0,0,0
"Keen, Keene, Alfred, Georgiana, 293; John, 130",Keen,,0.0,0.0,0.0,0.0,KN,K050,KN K050,2488.0,2488.0,0,0,0,0
"Kelland, Emily, 56; Harriet, 184; Herbert, 56; John, 83, 85, 184, 315; Mary, 315; Percy, 56; William, 184(2)",Kelland,,0.0,0.0,0.0,0.0,KLNT,K04053,KLNT K04053,2516.0,2516.0,0,0,0,0
"Kellewich, Arthur, Charles, 139; Trehawke, 139(2)",Kellewich,13250.0,0.0,0.0,0.0,0.0,KLX,K04020,KLX K04020,13250.0,13250.0,0,0,0,0
"Kemp, Kempe, Joan, 192; Prebendary, 200; W., 130",Kemp,,0.0,0.0,0.0,0.0,KMP,K051,KMP K051,10578.0,10578.0,0,0,0,0
"Kempson, Eric, 88",Kempson,8053.0,0.0,0.0,0.0,0.0,KMPSN,K051205,KMPSN K051205,8053.0,8053.0,0,0,0,0
"Kenbury, 139",Kenbury,,0.0,0.0,0.0,0.0,KNPR,K051060,KNPR K051060,2524.0,2524.0,0,0,0,0
"Kendal, Cumberland, 238",Kendal,,0.0,0.0,0.0,0.0,KNTL,K05304,KNTL K05304,2525.0,2525.0,0,0,0,0
"Kendall, Charles, 53; Marion, 63; Mary, 53(2); Walter, 53",Kendall,,0.0,0.0,0.0,0.0,KNTL,K05304,KNTL K05304,2525.0,2525.0,0,0,0,0
"Kenegie, Cornwall, 342",Kenegie,13251.0,0.0,0.0,0.0,0.0,KNJ,K05020,KNJ K05020,13251.0,13251.0,0,0,0,0
"Kennard, Malcolm, 88",Kennard,,0.0,0.0,0.0,0.0,KNRT,K05063,KNRT K05063,2511.0,2511.0,0,0,0,0
"Kennaway, A., 137; George, 137, 138; Harriet, Lawrence, Mark, Thomas, 137",Kennaway,,0.0,0.0,0.0,0.0,KN,K050,KN K050,2488.0,2488.0,0,0,0,0
"Kennedy, Daniel, 46",Kennedy,,0.0,0.0,0.0,0.0,KNT,K05030,KNT K05030,2495.0,2495.0,0,0,0,0
"Kennen, Harry, Mary, 144",Kennen,,0.0,0.0,0.0,0.0,KNN,K0505,KNN K0505,11827.0,11827.0,0,0,0,0
"Kenner, W., 193",Kenner,,0.0,0.0,0.0,0.0,KNR,K0506,KNR K0506,2533.0,2533.0,0,0,0,0
"Kennet, Lucy, 49",Kennet,,0.0,0.0,0.0,0.0,KNT,K0503,KNT K0503,2484.0,2484.0,0,0,0,0
"Kensham, 40",Kensham,,0.0,0.0,0.0,0.0,KNXM,K05205,KNXM K05205,10801.0,10801.0,0,0,0,1
"Kent, Vivien, 285",Kent,2494.0,0.0,0.0,0.0,0.0,KNT,K053,KNT K053,2494.0,2494.0,0,0,0,0
"Kenwith, 1",Kenwith,13252.0,0.0,0.0,0.0,0.0,KN0,K05030,KN0 K05030,13252.0,13252.0,0,0,0,0
"Kenyon-Slaney, Philip, 280",KenyonSlaney,8054.0,0.0,0.0,0.0,0.0,KNNSLN,K050524050,KNNSLN K050524050,8054.0,8054.0,0,0,0,0
"Kerr, Elizabeth, 29(2); H., Harriett, Hugh, R., Robert, 29",Kerr,,0.0,0.0,0.0,0.0,KR,K060,KR K060,10952.0,10952.0,0,0,0,0
"Kerswell, Kerwell, Mary, 104;Rosa, Samuel, 234",Kerswell,,0.0,0.0,0.0,0.0,KRSL,K06204,KRSL K06204,2497.0,2497.0,0,0,0,0
"Keswick, Cumberland, 232",Keswick,13253.0,0.0,0.0,0.0,0.0,KSK,K0202,KSK K0202,13253.0,13253.0,0,0,0,0
"Kettle, Denis, 342",Kettle,,0.0,0.0,0.0,0.0,KTL,K0340,KTL K0340,12373.0,12373.0,0,0,0,0
"Kew, 275",Kew,,0.0,0.0,0.0,0.0,K,K000,K K000,8995.0,8995.0,0,0,0,0
"Keyham, North, 348",Keyham,13254.0,0.0,0.0,0.0,0.0,KHM,K050,KHM K050,13254.0,13254.0,0,0,0,0
"Kidwell, Emily, William, 213",Kidwell,,0.0,0.0,0.0,0.0,KTL,K0304,KTL K0304,2501.0,2501.0,0,1,0,0
"Kilkenny, Andrew de, 122, 128",Kilkenny,13255.0,0.0,0.0,0.0,0.0,KLKN,K042050,KLKN K042050,13255.0,13255.0,0,0,0,0
"Killerby, Madge, 161",Killerby,8055.0,0.0,0.0,0.0,0.0,KLRP,K040610,KLRP K040610,8055.0,8055.0,0,0,0,0
"Kimens, Alice, Richard, 330",Kimens,,0.0,0.0,0.0,0.0,KMNS,K05052,KMNS K05052,11808.0,11808.0,0,0,0,0
"King, Albert, 335; Anne, 222; Arthur, 170; Charles, 204-5; Charlotte, 318; Edward, 57; Elizabeth, 275; Frederick, 204; Hugh, 205; J., 269; Jane, 318; John, 275(3), 318(2); Mary, 204; Roderick, 276; Rosa, 335",King,2527.0,0.0,0.0,0.0,0.0,KNK,K052,KNK K052,2527.0,2527.0,0,0,0,0
"Kingdom, Kingdon, Ann, 204; Bridget, 46; Elinor, 204; Elizabeth, 227, 270; Frank, 46(4); Frederick, Isaac, 227; Jane, Jessie, 46; John, 204; Paul, 270; Reginald, 33; Roger, 227; Robert, 45; S., 130; Sarah, 204(2); Thomas, 45; Walter, 57; William, 204(2)",Kingdom,11073.0,0.0,0.0,0.0,0.0,KNKTM,K052305,KNKTM K052305,11073.0,11073.0,0,0,0,0
"Kingsley, Charles, 66",Kingsley,13256.0,0.0,0.0,0.0,0.0,KNKSL,K05240,KNKSL K05240,13256.0,13256.0,0,0,0,0
"Kingwell, Elizabeth, 70; Jane, 70(2); William, 70",Kingwell,,0.0,0.0,0.0,0.0,KNKL,K05204,KNKL K05204,2532.0,2532.0,0,0,0,0
"Kinsale, Baron, Lady Sarah, 261",Kinsale,,0.0,0.0,0.0,0.0,KNSL,K052040,KNSL K052040,2490.0,2490.0,0,0,0,0
"Kirkwood, George, James, John, 6",Kirkwood,11740.0,0.0,0.0,0.0,0.0,KRKT,K06203,KRKT K06203,11740.0,11740.0,0,0,0,0
"Kitley, 346(3)",Kitley,,0.0,0.0,0.0,0.0,KTL,K0340,KTL K0340,12373.0,12373.0,0,0,0,0
"Kitson, Charlotte, 197; Kate, 9, 136; Mary, Thomas, 309; Walter, 9, 136",Kitson,11852.0,0.0,0.0,0.0,0.0,KTSN,K03205,KTSN K03205,11852.0,11852.0,0,0,0,0
"Kivell, Ethel, 164",Kivell,,0.0,0.0,0.0,0.0,KFL,K0104,KFL K0104,6865.0,6865.0,0,0,0,0
"Klinkert, Bastiaan, 35; Jane, 33",Klinkert,8056.0,0.0,0.0,0.0,0.0,KLNKRT,K4052063,KLNKRT K4052063,8056.0,8056.0,0,0,0,0
"Knapman, Elizabeth, 56",Knapman,2542.0,0.0,0.0,0.0,0.0,NPMN,K501505,NPMN K501505,2542.0,2542.0,0,0,0,0
"Knatchbull, Wadham, 16(2)",Knatchbull,8057.0,0.0,0.0,0.0,0.0,NXPL,K50320104,NXPL K50320104,8057.0,8057.0,0,0,0,0
"Kneyon, Amy, 197",Kneyon,13257.0,0.0,0.0,0.0,0.0,NN,K505,NN K505,13257.0,13257.0,0,0,0,0
"Knight, Albert, 288; Catherine, 282(3); Constance, Edith, Edward, Francis, 282; James, 125; Jane, 288; Kenneth, 244; Mary, 125; Thomas, 282(2); William, 54",Knight,2545.0,0.0,0.0,0.0,0.0,NT,K50203,NT K50203,2545.0,2545.0,0,0,0,0
"Knight-Bruce, George, 38",KnightBruce,8058.0,0.0,0.0,0.0,0.0,NTPRS,K5020316020,NTPRS K5020316020,8058.0,8058.0,0,0,0,0
"Knighton, 330",Knighton,10321.0,0.0,0.0,0.0,0.0,NTN,K5020305,NTN K5020305,10321.0,10321.0,0,0,0,0
"Knill, Jack, 170",Knill,2552.0,0.0,0.0,0.0,0.0,NL,K504,NL K504,2553.0,2552.0,0,0,0,0
"Knowle, 43, 181",Knowle,,0.0,0.0,0.0,0.0,NL,K5040,NL K5040,8719.0,8719.0,0,0,0,0
"Knox, Annie, 299; Sir Hamish, 212; John, 299; Robert, 273; Ursula, 212",Knox,13258.0,0.0,0.0,0.0,0.0,NKS,K502,NKS K502,13258.0,13258.0,0,0,0,0
"Kot, John, 84",Kot,,0.0,0.0,0.0,0.0,KT,K030,KT K030,2539.0,2539.0,0,0,0,0
"Labbett, George, Ida, 9",Labbett,,0.0,0.0,0.0,0.0,LPT,L0103,LPT L0103,2755.0,2755.0,0,0,0,0
"Lacelles, Gerald, Guy, John, 162",Lacelles,8059.0,0.0,0.0,0.0,0.0,LSLS,L020402,LSLS L020402,8059.0,8059.0,0,0,0,0
"Lacey, Barbara, 104;Edmund, 122, 128; John, 104",Lacey,,0.0,0.0,0.0,0.0,LS,L020,LS L020,2796.0,2796.0,0,0,0,0
"Lacy-Staunton, Edward, 342",LacyStaunton,8060.0,0.0,0.0,0.0,0.0,LSSTNTN,L0202305305,LSSTNTN L0202305305,8060.0,8060.0,0,0,0,0
"Ladbrooke Manor, 109",Ladbrooke,8061.0,0.0,0.0,0.0,0.0,LTPRK,L0316020,LTPRK L0316020,8061.0,8061.0,0,0,0,0
"Laing, D‘Oyley, Herbert, Mary, 111; William, 111(2)",Laing,,0.0,0.0,0.0,0.0,LNK,L052,LNK L052,2749.0,2749.0,0,0,0,0
"Laira, 244",Laira,,0.0,0.0,0.0,0.0,LR,L060,LR L060,2815.0,2815.0,0,0,0,0
"Laird, William, 179",Laird,,0.0,0.0,0.0,0.0,LRT,L063,LRT L063,2757.0,2757.0,0,0,0,0
"Lake, 1",Lake,2801.0,0.0,0.0,0.0,0.0,LK,L020,LK L020,2801.0,2801.0,0,0,0,0
"Lake, Edwin, 63; Frances, 338; G., 81; Laura, 40; Richard, 338(2); Sarah, 338(2)",Lake,2801.0,0.0,0.0,0.0,0.0,LK,L020,LK L020,2801.0,2801.0,0,0,0,0
"Lamb, Caroline, Charles, 160",Lamb,2582.0,0.0,0.0,0.0,0.0,LMP,L051,LMP L051,2582.0,2582.0,0,0,0,0
"Lambert, Margaret, 280",Lambert,,0.0,0.0,0.0,0.0,LMPRT,L051063,LMPRT L051063,2741.0,2741.0,0,0,0,0
"Lamble, William, 62",Lamble,9096.0,0.0,0.0,0.0,0.0,LMPL,L05140,LMPL L05140,9096.0,9096.0,0,0,0,0
"Lampen, Elizabeth, 54",Lampen,2589.0,0.0,0.0,0.0,0.0,LMPN,L05105,LMPN L05105,2589.0,2589.0,0,0,0,0
"Lancey, Bridget, 106; Ernest, 303",Lancey,,0.0,0.0,0.0,0.0,LNS,L0520,LNS L0520,2745.0,2745.0,0,0,0,0
"Lancs., magistrate for, 309",Lancs,,0.0,0.0,0.0,0.0,LNKS,L052,LNKS L052,11432.0,11432.0,0,0,0,0
"Land, Eliza, 276; Phyllis, 336; William, 276",Land,2746.0,0.0,0.0,0.0,0.0,LNT,L053,LNT L053,2746.0,2746.0,0,0,0,0
"Landon, F., 200; Frances, 43; John, 43(2)",Landon,,0.0,0.0,0.0,0.0,LNTN,L05305,LNTN L05305,2747.0,2747.0,0,0,0,0
"Landscove, 184; vicar of, 184",Landscove,8062.0,0.0,0.0,0.0,0.0,LNTSKF,L0532010,LNTSKF L0532010,8062.0,8062.0,0,0,0,0
"Landside, 266(2)",Landside,8063.0,0.0,0.0,0.0,0.0,LNTST,L0532030,LNTST L0532030,8063.0,8063.0,0,0,0,0
"Lane, family, 43; Allen, Annie, Camilla, 328; Joan, 176; John, 84, 86, 328(2); Stephen, 43; Thomas, 236; Thomasine, 84, 86; William, 296(2)",Lane,2816.0,0.0,0.0,0.0,0.0,LN,L050,LN L050,2816.0,2816.0,1,0,0,0
"Lang, Doreen, 63; P., 225; Roger, 171",Lang,2749.0,0.0,0.0,0.0,0.0,LNK,L052,LNK L052,2749.0,2749.0,0,0,0,0
"Langdon Court, 330(2)",Langdon,2606.0,0.0,0.0,0.0,0.0,LNKTN,L052305,LNKTN L052305,2606.0,2606.0,0,0,0,0
"Langdon, East, 1",Langdon,2606.0,0.0,0.0,0.0,0.0,LNKTN,L052305,LNKTN L052305,2606.0,2606.0,0,0,0,0
"Langeton, William, 112, 116",Langeton,,0.0,0.0,0.0,0.0,LNKTN,L0520305,LNKTN L0520305,8835.0,8835.0,0,0,0,0
"Langley, Albert, 62, 63; Charles, 62(2); Clara, 63; Eliza, 62, 63; George, 332; Isabella, 63(2); Mary, 332; William, 62",Langley,2611.0,0.0,0.0,0.0,0.0,LNKL,L05240,LNKL L05240,2611.0,2611.0,0,0,0,0
"Langmead, J., Lamzed, 90",Langmead,2613.0,0.0,0.0,0.0,0.0,LNKMT,L052503,LNKMT L052503,2613.0,2613.0,0,0,0,0
"Langport, 195",Langport,13259.0,0.0,0.0,0.0,0.0,LNKPRT,L0521063,LNKPRT L0521063,13259.0,13259.0,0,0,0,0
"Langworthy, William, 202",Langworthy,2753.0,0.0,0.0,0.0,0.0,LNKR0,L0520630,LNKR0 L0520630,2753.0,2753.0,0,0,0,0
"Lapotre, Joan, 46",Lapotre,8064.0,0.0,0.0,0.0,0.0,LPTR,L010360,LPTR L010360,8064.0,8064.0,0,0,0,0
"Larclawse, Monique de, 93",Larclawse,8065.0,0.0,0.0,0.0,0.0,LRKLS,L0624020,LRKLS L0624020,8065.0,8065.0,0,0,0,0
"Larkshayes Farm, 87",Larkshayes,8066.0,0.0,0.0,0.0,0.0,LRKXS,L06202,LRKXS L06202,8066.0,8066.0,0,0,0,0
"Larkworthy, William, 270",Larkworthy,2629.0,0.0,0.0,0.0,0.0,LRKR0,L0620630,LRKR0 L0620630,2629.0,2629.0,0,0,0,0
"Larmoureux, C., 249",Larmoureux,8067.0,0.0,0.0,0.0,0.0,LRMRKS,L0650602,LRMRKS L0650602,8067.0,8067.0,0,0,0,0
"Las Casas, Clement de, Imogen de, 166",Las,,0.0,0.0,0.0,0.0,LS,L020,LS L020,2796.0,2796.0,0,0,0,0
"Laughton, Reginald, 88",Laughton,13260.0,0.0,0.0,0.0,0.0,LFTN,L020305,LFTN L020305,13260.0,13260.0,0,0,0,0
"Laurie, George, Helen, Lt. Gen., 211",Laurie,,0.0,0.0,0.0,0.0,LR,L060,LR L060,2815.0,2815.0,0,0,0,0
"Lavenham, Suffolk, rector of, 141",Lavenham,8068.0,0.0,0.0,0.0,0.0,LFNM,L010505,LFNM L010505,8068.0,8068.0,0,0,0,0
"Laveridge, John, 216",Laveridge,,0.0,0.0,0.0,0.0,LFRJ,L01060320,LFRJ L01060320,10737.0,10737.0,0,0,0,0
"Lavis, Grace, 38",Lavis,,0.0,0.0,0.0,0.0,LFS,L0102,LFS L0102,2778.0,2778.0,0,0,0,0
"Law, Anne, Thomas, 19",Law,2812.0,0.0,0.0,0.0,0.0,L,L000,L L000,2812.0,2812.0,0,0,0,0
"Lawell, 62",Lawell,,0.0,0.0,0.0,0.0,LL,L040,LL L040,2813.0,2813.0,0,0,0,0
"Lawrence, Ann, 16, 18; E., 83; Giles, 16, 18; Jane, 223, 224; John, 223, 224; Meliora, 16, 18; Sarah, 16, 18",Lawrence,2646.0,0.0,0.0,0.0,0.0,LRNS,L060520,LRNS L060520,2646.0,2646.0,0,0,0,0
"Lawson, Berthia, 199(2); Sir John, 87",Lawson,,0.0,0.0,0.0,0.0,LSN,L0205,LSN L0205,11161.0,11161.0,0,0,0,0
"Laycock, Sir Roger, 237",Laycock,,0.0,0.0,0.0,0.0,LKK,L0202,LKK L0202,11942.0,11942.0,0,0,0,0
"Layman, William, 242",Layman,2785.0,0.0,0.0,0.0,0.0,LMN,L0505,LMN L0505,2785.0,2785.0,0,0,0,0
"Layons, Abina, 92",Layons,,0.0,0.0,0.0,0.0,LNS,L052,LNS L052,2817.0,2817.0,0,0,0,0
"Le Marquand, family, 239",Le,,0.0,0.0,0.0,0.0,L,L000,L L000,2812.0,2812.0,0,0,0,0
"Le Mesurier, Beatrice, 70; Frederick, 70(2); Sarah, 70(2)",Le,,0.0,0.0,0.0,0.0,L,L000,L L000,2812.0,2812.0,0,0,0,0
"Leach, Stephen, 225",Leach,,0.0,0.0,0.0,0.0,LX,L020,LX L020,2766.0,2766.0,0,0,0,0
"Leadbitter, M., 210",Leadbitter,8069.0,0.0,0.0,0.0,0.0,LTPTR,L0310306,LTPTR L0310306,8069.0,8069.0,0,0,0,0
"Leakey, Fred, Mable, 332",Leakey,,0.0,0.0,0.0,0.0,LK,L020,LK L020,2801.0,2801.0,0,0,0,0
"Lean, Eliza, Elizabeth, Hugh, 195; James, 195(6); Kenneth, Mary, Nina, 195",Lean,,0.0,0.0,0.0,0.0,LN,L050,LN L050,2816.0,2816.0,1,0,0,0
"Lear, Gordon, 251",Lear,,0.0,0.0,0.0,0.0,LR,L060,LR L060,2815.0,2815.0,0,0,0,0
"Leary, Ambrose, 269; Arthur, Jessie, 43; Lily, 269",Leary,,0.0,0.0,0.0,0.0,LR,L060,LR L060,2815.0,2815.0,0,0,0,0
"Leawood, 277",Leawood,,0.0,0.0,0.0,0.0,LT,L030,LT L030,2818.0,2818.0,0,0,0,0
"Leckhampton, Glos., 181",Leckhampton,8070.0,0.0,0.0,0.0,0.0,LKMPTN,L02051305,LKMPTN L02051305,8070.0,8070.0,0,0,0,0
"Lee, 184-5; curate in charge of, 185; incumbent of, 185; vicar of, 185",Lee,2812.0,0.0,0.0,0.0,0.0,L,L000,L L000,2812.0,2812.0,0,0,0,0
"Lee, Elizabeth, 141; Francis, 101; Frederick, 19; George, 239; Leslie, 276; Sophia, 141; Thomas, 40, 210, 254",Lee,2812.0,0.0,0.0,0.0,0.0,L,L000,L L000,2812.0,2812.0,0,0,0,0
"Leech, S., 147",Leech,,0.0,0.0,0.0,0.0,LX,L020,LX L020,2766.0,2766.0,0,0,0,0
"Leeming, A., 331",Leeming,13261.0,0.0,0.0,0.0,0.0,LMNK,L05052,LMNK L05052,13261.0,13261.0,0,0,0,0
"Legal, attorney general, 270, 314; barrister, 141; barristers-at-law, 130, 181, 184, 213; chairman of quarter sessions, 201; common pleas, chief justice, 199; justice of appeal of the Lords‘, 145; justice of oyer and terminer, 270; J.P., 6, 9, 10, 16, 20, 26, 33, 40, 49, 54, 70, 72, 75, 76, 83(2), 104(2), 141(2), 144, 147, 149, 155, 158, 160, 170, 178(3), 179, 181, 182(2), 195(2), 200, 201, 202, 204(2), 205, 212, 248(3), 257, 266, 268(2), 269, 285(2), 279, 286, 294(2), 296(2), 299, 314, 316, 326(2), 328(2), 335; King's Bench, chief justice, 208; members of, 141; lord chancellors, 52, 178; lord chief justice, 205; magistrates, 132, 178, 309, 322, 324; Q.C., 302; serjeant-at-law, 280",Legal,,0.0,0.0,0.0,0.0,LKL,L0204,LKL L0204,11300.0,11300.0,0,0,0,0
"Legassick, William, 145",Legassick,11889.0,0.0,0.0,0.0,0.0,LKSK,L020202,LKSK L020202,11889.0,11889.0,0,0,0,0
"Legassicke-Grespin, Claude, 202",LegassickeGrespin,8071.0,0.0,0.0,0.0,0.0,LKSKKRSPN,L02020202602105,LKSKKRSPN L02020202602105,8071.0,8071.0,0,0,0,0
"Leger, arms of, 205, 207",Leger,13262.0,0.0,0.0,0.0,0.0,LJR,L0206,LJR L0206,13262.0,13262.0,0,0,0,0
"Leggatt, Archibald, 245",Leggatt,,0.0,0.0,0.0,0.0,LKT,L0203,LKT L0203,2662.0,2662.0,0,0,0,0
"Legge, H., 53; Henry, Margan, 81",Legge,2801.0,0.0,0.0,0.0,0.0,LK,L020,LK L020,2801.0,2801.0,0,0,0,0
"Legon, Joan, Walter, 251",Legon,13263.0,0.0,0.0,0.0,0.0,LKN,L0205,LKN L0205,13263.0,13263.0,0,0,0,0
"Leigh, East, 58(2)",Leigh,,0.0,0.0,0.0,0.0,L,L020,L L020,2701.0,2701.0,0,0,0,0
"Leigh, Percy, 292",Leigh,,0.0,0.0,0.0,0.0,L,L020,L L020,2701.0,2701.0,0,0,0,0
"Leigham, 242",Leigham,13264.0,0.0,0.0,0.0,0.0,LM,L0205,LM L0205,13264.0,13264.0,0,0,0,0
"Leman, George, 29",Leman,,0.0,0.0,0.0,0.0,LMN,L0505,LMN L0505,2785.0,2785.0,0,0,0,0
"Leslie, Rosa, 303",Leslie,,0.0,0.0,0.0,0.0,LSL,L0240,LSL L0240,12169.0,12169.0,0,0,0,0
"Lesmahago, Lanarks., 195",Lesmahago,8072.0,0.0,0.0,0.0,0.0,LSMHK,L025020,LSMHK L025020,8072.0,8072.0,0,0,0,0
"Lethbridge, family, 113, 119; John, 119, 122; William, 296",Lethbridge,,0.0,0.0,0.0,0.0,L0PRJ,L030160320,L0PRJ L030160320,6050.0,6050.0,0,0,0,0
"Lethridge, Elizabeth, Henry, William, 15",Lethridge,8073.0,0.0,0.0,0.0,0.0,L0RJ,L03060320,L0RJ L03060320,8073.0,8073.0,0,0,0,0
"Leusdon, 185; curate of, 185; hon. canon of, 185; vicars of, 185(3)",Leusdon,,0.0,0.0,0.0,0.0,LSTN,L02305,LSTN L02305,2694.0,2694.0,0,0,0,0
"Leviathan, H.M.S., 246",Leviathan,13265.0,0.0,0.0,0.0,0.0,LF0N,L010305,LF0N L010305,13265.0,13265.0,0,0,0,0
"Lewes, Sussex, 276, Sussex, 335",Lewes,,0.0,0.0,0.0,0.0,LS,L020,LS L020,2796.0,2796.0,0,0,0,0
"Lewis, family, 46; Annie, 147; Bessie, 268; Claude, 44; Edna, 318; Frank, 111; George, 139; Herbert, 166, 215; J., 111(2); John, 147; June, 139; Mary, 170; Stephen, 171; T., 102; W., 268; Walter, 147",Lewis,2796.0,0.0,0.0,0.0,0.0,LS,L020,LS L020,2796.0,2796.0,0,0,0,0
"Lewisham, Kent, vicar of, 81",Lewisham,13266.0,0.0,0.0,0.0,0.0,LXM,L0205,LXM L0205,13266.0,13266.0,0,0,0,0
"Leworthy, William, 226",Leworthy,2686.0,0.0,0.0,0.0,0.0,LR0,L0630,LR0 L0630,2686.0,2686.0,0,0,0,0
"Ley, Ann, 195; George, 72; Henrietta, John, 174",Ley,2812.0,0.0,0.0,0.0,0.0,L,L000,L L000,2812.0,2812.0,0,0,0,0
"Leytonstone, 47",Leytonstone,8074.0,0.0,0.0,0.0,0.0,LTNSTN,L030523050,LTNSTN L030523050,8074.0,8074.0,0,0,0,0
"Lezant, Cornwall, rector of, 52",Lezant,8075.0,0.0,0.0,0.0,0.0,LSNT,L02053,LSNT L02053,8075.0,8075.0,0,0,0,0
"Libby, A., 292",Libby,,0.0,0.0,0.0,0.0,LP,L010,LP L010,2691.0,2691.0,0,0,0,0
"Liberty, H.M.S., 277",Liberty,8076.0,0.0,0.0,0.0,0.0,LPRT,L010630,LPRT L010630,8076.0,8076.0,0,0,0,0
"Liddon, Edward, 76; Henry, Matthew, 75",Liddon,,0.0,0.0,0.0,0.0,LTN,L0305,LTN L0305,2807.0,2807.0,0,0,0,0
"Liebert, Frederick, 133",Liebert,13267.0,0.0,0.0,0.0,0.0,LPRT,L01063,LPRT L01063,13267.0,13267.0,0,0,0,0
"Life, Stephen, 149",Life,,0.0,0.0,0.0,0.0,LF,L010,LF L010,2768.0,2768.0,0,0,0,0
"Limbrey, Henry, 91, 92",Limbrey,,0.0,0.0,0.0,0.0,LMPR,L05160,LMPR L05160,2588.0,2588.0,0,0,0,0
"Limsey, Mary, William, 266",Limsey,,0.0,0.0,0.0,0.0,LMS,L0520,LMS L0520,2590.0,2590.0,0,0,0,0
"Lincoln, 275",Lincoln,,0.0,0.0,0.0,0.0,LNKLN,L052045,LNKLN L052045,7408.0,7408.0,0,0,0,0
"Lindlay, William, 299",Lindlay,,0.0,0.0,0.0,0.0,LNTL,L05340,LNTL L05340,12748.0,12748.0,0,0,0,0
"Lindsay, Henry, 81",Lindsay,11887.0,0.0,0.0,0.0,0.0,LNTS,L05320,LNTS L05320,11887.0,11887.0,0,0,0,0
"Lingwood, Derrick, 337",Lingwood,,0.0,0.0,0.0,0.0,LNKT,L05203,LNKT L05203,10887.0,10887.0,0,0,0,0
"Linter, C., 286",Linter,,0.0,0.0,0.0,0.0,LNTR,L05306,LNTR L05306,2635.0,2635.0,0,0,0,0
"Liptrott, B., Eric, Louisa, 299",Liptrott,8077.0,0.0,0.0,0.0,0.0,LPTRT,L013603,LPTRT L013603,8077.0,8077.0,0,0,0,0
"Liscombe, Anne, Robert, 242",Liscombe,,0.0,0.0,0.0,0.0,LSKMP,L020510,LSKMP L020510,2804.0,2804.0,0,0,0,0
"Lister, Edward, 162; William, 299",Lister,,0.0,0.0,0.0,0.0,LSTR,L02306,LSTR L02306,2675.0,2675.0,0,0,0,0
"Little Baddow, Essex, 203",Little,2806.0,0.0,0.0,0.0,0.0,LTL,L0340,LTL L0340,2806.0,2806.0,0,0,0,0
"Little Dartmouth, 92",Little,2806.0,0.0,0.0,0.0,0.0,LTL,L0340,LTL L0340,2806.0,2806.0,0,0,0,0
"Liverpool, 37",Liverpool,8078.0,0.0,0.0,0.0,0.0,LFRPL,L0106104,LFRPL L0106104,8078.0,8078.0,0,0,0,0
